Subscriber Number,Zone,Meter type,Apr.23,Mai.23,Jun.23,Jul.23,Aug.23,Sep.23,Okt.23,Nov.23,Dez.23,Jan.24,Feb.24,Mär.24,Apr.24
718958,1135,Polish,5,5,5,5,5,5,5,15,15,5,5,5,10
718959,1035,Polish,12,5,5,7,10,5,10,10,20,0,10,10,5
718960,1135,Polish,0,5,5,2,25,23,20,20,20,20,20,20,30
718961,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718962,1035,Polish,0,0,0,0,0,0,10,10,10,10,10,10,5
718963,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718964,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718965,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718966,1135,Polish,15,25,25,5,19,21,20,30,24,16,16,16,18
718967,1035,Polish,12,15,15,15,10,0,10,14,10,10,10,10,5
718968,1135,Polish,0,0,0,0,25,25,30,30,30,5,25,30,30
718969,1134,Polish,10,10,10,10,10,10,10,10,0,0,0,0,0
718970,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718971,1035,Polish,12,15,15,15,10,0,10,14,10,10,10,10,5
718972,1035,Polish,10,10,10,10,10,12,10,10,20,10,10,10,5
718973,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718974,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718975,1134,Polish,10,10,10,10,10,10,10,10,0,0,0,0,0
718976,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718977,1135,Polish,0,0,0,0,0,0,0,30,30,30,30,30,30
718978,1035,Polish,10,10,10,3,8,0,10,10,10,10,10,10,2
718979,1135,Polish,0,0,0,0,0,27,30,30,30,5,25,5,15
718980,1035,Polish,15,12,12,10,15,15,10,14,10,10,10,20,5
718981,1135,Polish,0,0,0,0,0,0,30,30,30,5,25,30,30
718982,1135,Polish,30,30,30,30,30,30,30,30,30,30,20,20,30
718983,1135,Polish,11,15,15,5,5,5,5,20,25,5,16,11,3
718984,1135,Polish,0,0,0,20,30,30,30,30,30,5,25,30,30
718985,1035,Polish,12,15,15,12,10,0,10,28,10,10,10,10,5
718986,1135,Polish,20,0,0,30,30,20,30,30,30,10,30,30,30
718987,1135,Polish,0,0,0,0,0,0,15,15,15,15,15,15,20
718988,1135,Polish,0,0,0,0,0,0,30,30,30,5,25,30,30
718989,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718990,1135,Polish,10,5,5,5,5,4,13,8,7,8,5,5,6
719810,1035,Polish,12,12,12,12,10,4,10,13,10,10,10,10,5
719811,1035,Polish,1,2,2,3,5,0,10,10,20,10,10,5,5
719812,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719813,1134,Polish,10,10,10,10,10,10,10,10,0,0,0,0,0
719814,1035,Polish,12,10,10,10,10,10,10,13,10,10,10,0,5
719815,1035,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719816,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719817,1135,Polish,0,0,0,30,30,30,30,30,30,5,5,5,10
719818,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719819,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719820,1135,Polish,0,0,0,0,0,30,30,30,30,5,5,5,10
719821,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719822,1135,Polish,30,20,20,30,30,30,30,30,5,25,5,5,30
719823,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719824,1035,Polish,0,0,0,0,0,0,10,0,10,10,0,0,5
719825,1035,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719826,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719827,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719828,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719829,1034,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719830,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719831,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719832,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719833,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719834,1135,Polish,20,30,30,0,0,0,30,30,30,30,30,30,30
719835,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719836,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719837,1134,Polish,10,10,10,10,10,10,10,10,0,0,0,0,0
719838,1134,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
719839,1035,Polish,12,12,12,10,1,6,10,12,10,10,10,10,0
719840,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719841,1234,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
719842,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719843,1034,Polish,1,1,1,1,1,1,1,1,1,1,1,1,1
719844,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719845,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,30
719846,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719847,1135,Polish,0,0,0,0,0,30,30,30,30,30,25,25,25
719848,1035,Polish,24,20,20,130,30,30,10,13,10,10,10,10,5
719849,1134,Polish,10,10,10,10,10,10,10,10,0,0,0,0,0
719850,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719851,1134,Polish,10,10,10,10,10,10,10,10,0,0,0,0,0
719852,1134,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
719853,1134,Polish,15,10,10,10,10,10,10,10,0,0,0,0,0
719854,1135,Polish,0,30,30,30,30,30,30,30,30,30,30,30,30
719855,1134,Polish,5,10,10,10,10,10,10,10,0,0,0,0,0
719856,1134,Polish,15,10,10,10,10,10,10,10,0,0,0,0,0
719857,1135,Polish,25,25,25,25,25,25,25,25,30,30,30,30,30
719858,1135,Polish,5,30,30,0,30,25,15,15,15,15,15,15,20
719860,1135,Polish,0,0,0,0,30,30,30,30,30,5,5,5,15
719862,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719863,1135,Polish,15,0,0,0,0,0,0,0,0,0,0,0,0
719864,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719865,1135,Polish,0,0,0,0,0,0,30,0,30,30,30,20,20
719866,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719867,1135,Polish,30,25,25,20,20,10,5,5,5,5,5,5,15
719868,1135,Polish,5,5,5,0,0,0,20,20,20,5,5,5,15
719869,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719870,1135,Polish,20,30,30,30,30,0,0,0,0,0,0,0,0
719871,1135,Polish,0,0,0,0,0,0,0,5,5,5,5,5,20
719872,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719873,1135,Polish,0,30,30,0,0,0,20,20,20,5,5,5,15
719874,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719875,1135,Polish,5,5,5,0,30,30,30,30,30,20,20,20,15
719893,1134,Polish,5,10,10,10,10,10,10,10,0,0,0,0,0
719894,1035,Polish,12,12,12,12,2,2,10,14,10,10,10,10,5
719896,1035,Polish,12,10,10,10,20,15,10,10,10,10,20,20,5
719899,1134,Polish,10,10,10,10,10,10,10,10,0,0,0,0,0
719900,1035,Polish,15,4,4,3,3,5,10,10,10,10,10,10,5
719901,1135,Polish,30,30,30,0,427,0,0,0,0,0,23,20,20
719902,1035,Polish,10,10,10,12,10,6,10,10,10,10,10,10,5
719903,1035,Polish,10,12,12,12,10,0,10,10,10,10,10,5,0
719904,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719905,1135,Polish,0,0,0,0,0,0,20,0,0,0,0,0,0
719906,1035,Polish,12,10,10,10,10,10,10,14,10,10,10,5,0
719907,1035,Polish,15,12,12,10,10,10,10,12,5,10,10,10,5
719908,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719909,1035,Polish,12,15,15,12,12,10,10,30,10,10,10,12,5
719910,1035,Polish,12,15,15,12,12,10,10,12,10,10,10,10,0
719911,1035,Polish,15,12,12,12,10,3,10,10,10,10,10,10,5
719912,1135,Kart meter,30,30,30,25,25,0,0,0,,,,,
719913,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719914,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719916,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719917,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719918,1135,Polish,0,0,0,0,0,0,30,30,30,5,5,5,15
719919,1135,Polish,8,0,0,0,0,0,0,25,30,5,25,30,30
719920,1135,Polish,0,0,0,0,30,30,30,30,30,5,25,30,30
719921,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719922,1034,Polish,20,20,20,20,20,20,10,10,10,10,5,5,1
719923,1135,Polish,30,0,0,0,0,0,0,0,0,0,0,0,0
719924,1134,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
719925,1135,Polish,20,20,20,0,30,30,30,30,30,5,25,30,30
719926,1035,Polish,10,12,12,10,2,2,10,13,10,10,10,10,5
719928,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719930,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719931,1135,Polish,25,20,20,20,0,0,0,0,0,0,0,0,0
719932,1135,Polish,0,30,30,0,30,30,30,30,30,5,25,30,30
719933,1035,Polish,10,15,15,15,3,5,10,10,10,10,10,10,5
719934,1035,Polish,8,8,8,10,10,15,10,12,10,30,0,1,9
719935,1135,Polish,0,0,0,0,0,0,0,0,20,20,30,30,30
719936,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719937,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719938,1035,Polish,15,12,12,12,12,12,10,12,10,10,10,10,0
719939,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719940,1134,Polish,10,10,10,10,10,10,10,10,0,0,0,0,0
719941,1135,Polish,0,0,0,0,30,30,30,30,20,5,5,5,10
719942,1035,Polish,10,10,10,10,10,10,10,10,10,10,10,10,5
719943,1035,Polish,1,0,0,12,1,0,10,12,10,10,10,0,0
719945,1135,Polish,30,30,30,30,0,20,20,20,20,20,20,20,20
719946,1035,Polish,12,12,12,10,50,30,10,14,10,10,10,10,20
719947,1135,Polish,13,15,15,15,15,20,0,0,0,0,30,30,30
719948,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719949,1134,Polish,5,10,10,10,10,10,10,10,0,0,0,0,0
719950,1135,Polish,0,0,0,0,0,30,30,0,0,0,0,0,0
719951,1135,Polish,30,0,0,27,23,12,23,20,15,11,7,9,13
719952,1035,Polish,12,12,12,10,8,12,10,13,10,10,10,10,25
719953,1135,Polish,0,0,0,0,0,0,0,0,0,0,30,30,30
719954,1035,Polish,10,10,10,10,10,0,10,10,10,10,10,10,5
719955,1134,Polish,5,10,10,10,10,10,10,10,10,10,10,10,10
719956,1135,Polish,0,0,0,0,0,30,30,30,30,30,30,30,30
719957,1234,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
719958,1034,Polish,20,20,20,20,15,15,5,5,5,5,5,5,2
719959,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719960,1134,Polish,5,10,10,10,10,10,10,10,0,0,0,0,0
719962,1134,Polish,10,10,10,10,10,10,10,10,0,0,0,0,0
719963,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719964,1135,Polish,30,30,30,30,30,20,20,30,5,5,20,20,20
719965,1134,Polish,10,10,10,10,10,10,10,10,0,0,0,0,0
719966,1134,Polish,5,10,10,10,10,10,10,10,10,10,10,10,10
719967,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719968,1134,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
719969,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719970,1135,Polish,5,5,5,0,5,5,5,5,5,5,5,7,8
719971,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719972,1134,Polish,5,10,10,10,10,10,10,10,0,0,0,0,0
719973,1035,Polish,10,10,10,10,1,0,10,13,10,10,10,10,5
719974,1135,Polish,0,30,30,30,30,30,30,30,30,30,30,30,30
719975,1034,Polish,20,20,20,20,20,20,10,10,10,10,5,5,2
719976,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719977,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719978,1135,Polish,0,0,0,0,0,0,30,30,30,5,25,30,30
719979,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719980,1135,Polish,0,25,25,0,30,30,30,30,30,5,5,5,10
719981,1135,Polish,5,5,5,5,5,5,5,15,15,5,5,5,15
719982,1135,Polish,0,0,0,0,0,30,30,30,30,5,25,30,30
719983,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719984,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719985,1134,Polish,15,10,10,10,10,10,10,10,0,0,0,0,0
719987,1135,Polish,0,0,0,0,0,0,0,0,0,0,20,20,20
719988,1135,Polish,0,0,0,0,0,30,30,30,30,30,30,30,30
719989,1135,Polish,20,30,30,30,30,30,30,30,30,20,25,25,30
719990,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719991,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
719992,1134,Polish,5,10,10,10,1,1,1,1,1,1,1,1,1
719993,1135,Polish,5,0,0,0,0,20,10,10,10,5,5,5,15
719994,1134,Polish,10,10,10,10,10,10,10,10,0,0,0,0,0
719995,1135,Polish,0,0,0,0,0,0,0,15,15,15,15,15,15
719996,1134,Polish,10,10,10,10,10,10,10,10,10,5,5,5,5
719997,1135,Polish,0,0,0,0,0,0,0,0,0,0,27,30,30
719998,1135,Polish,30,0,0,0,30,30,0,0,0,0,0,0,0
720000,1135,Polish,20,0,0,0,0,0,0,0,0,0,0,0,0
720001,1135,Polish,0,0,0,0,0,0,0,0,0,0,30,30,30
720002,1035,Polish,15,12,12,12,10,10,10,14,10,10,10,10,5
720003,1035,Polish,15,12,12,2,8,10,10,12,10,10,10,10,5
720004,1035,Polish,9,12,12,12,12,12,10,13,10,10,20,15,5
720005,1036,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
720006,1035,Polish,6,10,10,10,12,12,10,9,10,10,5,5,5
720007,1035,Polish,10,12,12,8,10,12,10,9,10,10,10,15,5
720008,1035,Polish,15,12,12,12,12,25,10,0,10,10,10,12,5
720009,1035,Polish,15,12,12,18,15,10,10,13,10,10,10,10,5
720010,1135,Polish,30,30,30,0,0,0,0,0,0,0,0,0,0
720011,1035,Polish,15,12,12,12,12,12,10,10,10,10,10,10,5
722001,1135,Polish,0,0,0,0,0,0,30,30,30,30,30,25,25
722202,1035,Polish,10,0,0,0,0,0,10,11,10,10,10,10,5
722203,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
722204,1135,Polish,20,0,0,15,15,15,8,7,5,5,5,7,5
722205,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
722206,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
722207,1135,Polish,0,30,30,30,30,30,30,30,30,30,30,30,30
722208,1135,Polish,0,0,0,0,0,0,30,30,30,5,25,20,20
722209,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
722210,1134,Polish,10,10,10,10,10,10,10,10,0,0,0,0,0
722211,1135,Polish,0,0,0,0,0,0,0,30,30,30,30,30,30
722212,1135,Polish,0,0,0,0,0,30,30,20,20,5,5,20,20
722213,1135,Polish,0,0,0,0,0,0,0,30,30,20,30,30,30
722214,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
722215,1135,Polish,0,0,0,0,0,0,30,30,30,5,25,30,30
722216,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
722217,1135,Polish,30,30,30,30,30,20,30,30,20,5,5,5,6
722218,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
722219,1134,Polish,5,10,10,10,10,10,10,10,10,10,10,10,10
722220,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
722221,1035,Polish,12,10,10,10,10,18,10,10,10,10,10,10,5
722222,1134,Polish,5,10,10,10,10,10,10,10,0,0,0,0,0
722223,1134,Polish,5,10,10,10,10,10,10,10,0,0,0,0,0
722224,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
722226,1035,Polish,10,15,15,15,5,3,10,10,10,10,10,10,5
722227,1135,Polish,0,0,0,0,0,30,30,30,30,5,5,30,30
722228,1035,Polish,8,10,10,10,15,18,10,12,10,10,30,30,20
722229,1134,Polish,5,10,10,10,10,10,10,10,0,0,0,0,0
722230,1234,Polish,1,1,1,1,1,1,1,1,1,1,17,17,17
722231,1234,Polish,1,1,1,0,1,1,1,1,1,1,1,1,1
722232,1135,Polish,0,0,0,20,20,20,20,20,30,5,15,15,15
722233,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
722234,1035,Polish,12,10,10,10,10,10,10,13,10,10,10,10,5
722235,1134,Polish,10,10,10,10,10,10,10,10,0,0,0,0,0
722236,1134,Polish,10,10,10,10,10,10,10,10,0,0,0,0,0
722237,1134,Polish,5,10,10,10,10,10,10,10,0,0,0,0,0
722238,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
722239,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
722240,1134,Polish,10,10,10,10,10,10,10,10,0,0,0,0,0
722241,1046,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
722242,1046,Polish,0,5,5,0,0,0,0,0,0,0,0,0,0
722243,1035,Polish,10,12,12,12,12,12,10,13,10,10,10,10,5
722244,1134,Polish,5,10,10,10,10,10,10,10,0,0,0,0,0
722245,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
722246,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
722247,1046,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
722248,1035,Polish,10,10,10,10,10,10,10,13,10,10,10,10,5
722249,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
722250,1135,Polish,0,0,0,0,0,30,30,30,30,30,25,25,25
722251,1135,Polish,0,30,30,30,30,30,30,30,30,5,5,25,25
722252,1135,Polish,0,30,30,30,30,20,25,25,5,5,5,5,10
722253,1135,Polish,0,0,0,0,0,25,25,25,25,5,0,0,0
722254,1134,Polish,5,10,10,10,10,10,10,10,0,0,0,0,0
722255,1134,Polish,10,10,10,10,10,10,10,10,0,0,0,0,0
722256,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
722257,1035,Polish,15,15,15,8,10,10,10,10,10,10,10,10,5
722258,1135,Polish,0,0,0,0,0,30,30,30,30,30,30,30,30
722259,1134,Polish,5,10,10,10,10,10,10,10,0,0,0,0,0
722260,1135,Polish,0,0,0,0,0,0,30,30,30,30,30,30,30
722261,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
722262,1135,Polish,0,0,0,0,0,0,30,30,30,5,5,5,10
722263,1135,Polish,0,0,0,0,0,0,0,0,0,0,25,25,30
722264,1135,Polish,0,0,0,0,0,0,0,0,0,0,30,30,30
722265,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
722266,1035,Polish,15,12,12,8,15,15,10,13,10,10,30,30,5
722267,1135,Polish,0,0,0,0,30,30,30,30,30,5,25,30,30
722268,1035,Polish,10,15,15,15,15,15,10,10,10,10,10,10,5
722269,1135,Polish,0,0,0,0,30,30,30,30,30,30,30,30,30
722270,1134,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
722271,1135,Polish,0,0,0,0,0,30,30,30,30,5,5,5,10
722272,1134,Polish,5,10,10,10,10,10,10,10,0,0,0,0,0
722273,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
722274,1134,Polish,5,10,10,10,10,10,10,10,10,10,10,10,10
722275,1135,Polish,0,0,0,0,0,0,30,30,20,20,30,30,30
722276,1134,Polish,5,10,10,10,10,10,10,10,10,10,10,10,10
722277,1035,Polish,12,10,10,10,10,18,10,10,10,10,10,10,5
722278,1135,Polish,0,0,0,0,30,30,30,30,30,5,25,30,30
722279,1134,Polish,10,10,10,10,10,10,10,10,0,0,0,0,0
722280,1135,Polish,0,0,0,0,0,30,30,30,30,30,30,30,30
723472,1046,Polish,5,0,0,1,0,0,0,0,0,0,0,0,0
723473,1046,Polish,5,0,0,1,0,0,0,0,0,0,0,0,0
723832,1135,Polish,0,0,0,0,0,30,30,30,30,5,0,25,30
723833,1134,Polish,5,10,10,10,10,10,10,10,0,0,0,0,0
723836,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
723873,1034,Polish,15,15,15,15,15,15,5,5,5,5,5,5,10
724101,1035,Kart meter,0,0,0,0,0,0,0,0,0,0,0,0,0
724102,1134,Polish,10,10,10,10,10,10,10,10,0,0,0,0,0
724103,1135,Polish,0,0,0,0,0,30,30,0,30,5,25,30,30
724104,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
724106,1046,Polish,0,0,0,0,0,0,0,0,0,0,1,0,0
724107,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
724108,1135,Polish,0,0,0,0,0,0,30,30,30,15,8,8,9
724109,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
724110,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
724112,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
724115,1135,Polish,30,0,0,0,0,0,30,30,30,30,30,30,30
724116,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
724117,1135,Polish,0,0,0,0,0,0,0,0,20,20,20,20,20
724118,1135,Polish,0,0,0,0,0,30,30,30,30,30,30,30,30
724119,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
724120,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
724121,1135,Polish,0,0,0,20,30,30,30,30,30,5,25,25,25
724122,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
724123,1035,Polish,10,12,12,12,10,10,10,13,10,10,10,5,5
724124,1135,Polish,0,0,0,0,0,30,30,30,30,5,25,25,25
724125,1035,Polish,15,15,15,15,15,10,10,14,10,10,10,10,5
724126,1035,Polish,15,15,15,12,11,12,10,14,10,10,10,10,5
724127,1035,Polish,15,15,15,15,15,12,10,12,10,10,10,10,5
724128,1135,Polish,0,0,0,0,0,0,30,30,30,5,5,5,10
724129,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
724130,1035,Polish,10,12,12,12,10,10,10,30,10,10,10,8,5
724131,1035,Polish,20,8,8,8,8,10,10,30,10,10,10,10,2
724132,1134,Polish,10,10,10,10,10,10,1,1,1,1,1,1,1
724133,1135,Polish,0,0,0,0,0,0,30,30,30,5,25,20,20
724134,1134,Polish,5,10,10,10,10,10,10,10,0,0,0,0,0
724135,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
724136,1034,Polish,15,15,15,15,15,15,10,10,10,10,10,10,4
724137,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
724138,1135,Polish,0,0,0,0,0,0,30,30,30,5,25,30,30
724139,1135,Polish,0,0,0,0,25,25,20,5,5,5,5,5,7
724140,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
724141,1035,Polish,15,12,12,12,12,12,10,14,10,10,10,10,5
724142,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
724143,1134,Polish,5,10,10,10,10,10,10,10,0,0,0,0,0
724144,1134,Polish,10,10,10,10,10,10,10,10,0,0,0,0,0
724145,1134,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
724146,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
724147,1046,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
724148,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
724149,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
724150,1134,Polish,10,10,10,10,10,10,10,10,0,0,0,0,0
724151,1135,Polish,0,0,0,0,0,0,30,30,30,30,30,30,30
724152,1035,Polish,10,10,10,10,10,10,10,14,10,10,10,10,0
724153,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,30,30
724154,1134,Polish,10,10,10,10,10,10,10,10,0,0,0,0,0
724156,1135,Polish,0,0,0,0,0,0,30,30,30,5,5,5,15
724157,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
724159,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
724160,1135,Polish,0,0,0,0,0,30,30,30,30,5,25,30,30
724161,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
724162,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
724163,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
724164,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
724165,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
724166,1135,Polish,0,0,0,0,0,30,30,30,30,30,30,30,30
724167,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
724169,1135,Polish,0,0,0,0,0,0,20,20,30,30,30,30,25
724170,1135,Polish,0,0,0,0,0,0,0,0,30,5,25,30,30
724171,1046,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
724172,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
724173,1135,Polish,0,0,0,0,0,0,0,0,0,0,5,5,10
724174,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
724175,1035,Polish,10,10,10,10,10,10,10,14,10,10,10,10,5
724516,1135,Polish,0,0,0,0,0,30,30,0,30,30,30,30,30
724517,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
724518,1135,Polish,0,0,0,0,0,30,30,30,30,30,30,30,30
724519,1135,Polish,30,30,30,30,30,30,30,30,30,30,30,30,30
724520,1046,Polish,0,0,0,0,0,0,0,0,0,0,1,0,0
724521,1135,Polish,0,30,30,30,30,30,30,30,30,5,5,5,15
724522,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
724523,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
724524,1035,Polish,10,12,12,12,10,10,10,13,10,10,10,10,5
724526,1234,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
724527,1134,Polish,5,10,10,10,10,10,10,10,0,0,0,0,0
724528,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
724529,1134,Polish,10,10,10,10,10,10,10,10,0,0,0,0,0
724530,1035,Polish,10,12,12,10,12,12,10,11,10,10,10,5,5
724531,1135,Polish,30,30,30,30,30,30,30,30,30,30,30,30,30
724532,1135,Polish,30,30,30,30,30,30,30,30,30,30,30,30,30
724533,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
724534,1035,Polish,10,10,10,12,15,15,10,12,10,10,10,10,5
724535,1035,Polish,15,15,15,15,12,12,10,13,1,10,10,10,15
724536,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
724537,1135,Polish,0,0,0,0,0,0,0,0,0,30,30,30,30
724538,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
724539,1134,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
724540,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
724541,1034,Polish,15,15,15,15,15,15,10,10,10,10,5,5,2
724542,1134,Polish,10,10,10,10,10,10,10,10,0,0,0,0,0
724543,1135,Polish,0,0,0,0,0,25,25,25,25,5,25,30,30
